Reporter,Reporter_ISO,Partner_Code,Partner,Partner_ISO,Commodity_Code,Commodity,Trade_Value
Netherlands,NLD,704,Viet Nam,VNM,4007,Vulcanised rubber thread and cord,24
India,IND,704,Viet Nam,VNM,4007,Vulcanised rubber thread and cord,31829
Singapore,SGP,704,Viet Nam,VNM,4007,Vulcanised rubber thread and cord,2409
Thailand,THA,704,Viet Nam,VNM,4007,Vulcanised rubber thread and cord,8847041
USA,USA,704,Viet Nam,VNM,4007,Vulcanised rubber thread and cord,9760
Australia,AUS,704,Viet Nam,VNM,2922,Oxygen-function amino-compounds,456525
Belgium,BEL,704,Viet Nam,VNM,2922,Oxygen-function amino-compounds,32545
Brazil,BRA,704,Viet Nam,VNM,2922,Oxygen-function amino-compounds,23142953
Brunei Darussalam,BRN,704,Viet Nam,VNM,2922,Oxygen-function amino-compounds,513
Canada,CAN,704,Viet Nam,VNM,2922,Oxygen-function amino-compounds,42208
China,CHN,704,Viet Nam,VNM,2922,Oxygen-function amino-compounds,123429988
France,FRA,704,Viet Nam,VNM,2922,Oxygen-function amino-compounds,653860
Germany,DEU,704,Viet Nam,VNM,2922,Oxygen-function amino-compounds,1836937
"China, Hong Kong SAR",HKG,704,Viet Nam,VNM,2922,Oxygen-function amino-compounds,69315
Hungary,HUN,704,Viet Nam,VNM,2922,Oxygen-function amino-compounds,182322
Indonesia,IDN,704,Viet Nam,VNM,2922,Oxygen-function amino-compounds,26602404
Ireland,IRL,704,Viet Nam,VNM,2922,Oxygen-function amino-compounds,62197
Italy,ITA,704,Viet Nam,VNM,2922,Oxygen-function amino-compounds,574132
Japan,JPN,704,Viet Nam,VNM,2922,Oxygen-function amino-compounds,4029363
Rep. of Korea,KOR,704,Viet Nam,VNM,2922,Oxygen-function amino-compounds,10952606
Lao People's Dem. Rep.,LAO,704,Viet Nam,VNM,2922,Oxygen-function amino-compounds,2325480
Malaysia,MYS,704,Viet Nam,VNM,2922,Oxygen-function amino-compounds,2568603
"Other Asia, nes",,704,Viet Nam,VNM,2922,Oxygen-function amino-compounds,754820
Netherlands,NLD,704,Viet Nam,VNM,2922,Oxygen-function amino-compounds,28657
Norway,NOR,704,Viet Nam,VNM,2922,Oxygen-function amino-compounds,330354
Poland,POL,704,Viet Nam,VNM,2922,Oxygen-function amino-compounds,5368
India,IND,704,Viet Nam,VNM,2922,Oxygen-function amino-compounds,1956998
Singapore,SGP,704,Viet Nam,VNM,2922,Oxygen-function amino-compounds,1308234
Slovakia,SVK,704,Viet Nam,VNM,2922,Oxygen-function amino-compounds,790
Spain,ESP,704,Viet Nam,VNM,2922,Oxygen-function amino-compounds,807823
Switzerland,CHE,704,Viet Nam,VNM,2922,Oxygen-function amino-compounds,207691
Thailand,THA,704,Viet Nam,VNM,2922,Oxygen-function amino-compounds,17661201
United Kingdom,GBR,704,Viet Nam,VNM,2922,Oxygen-function amino-compounds,100271
USA,USA,704,Viet Nam,VNM,2922,Oxygen-function amino-compounds,2092525
Australia,AUS,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",23582
Austria,AUT,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",53533
Belgium,BEL,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",67093
Brazil,BRA,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",315
Brunei Darussalam,BRN,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",99
Belarus,BLR,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",900
Canada,CAN,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",2334
Sri Lanka,LKA,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",8866
China,CHN,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",23535005
Czechia,CZE,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",35483
Denmark,DNK,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",5030
Finland,FIN,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",1539
France,FRA,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",107186
Germany,DEU,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",1662270
"China, Hong Kong SAR",HKG,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",1621871
Hungary,HUN,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",1809
Indonesia,IDN,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",2284684
Italy,ITA,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",1347604
Japan,JPN,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",20919467
Rep. of Korea,KOR,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",3736925
Malaysia,MYS,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",8525535
Mexico,MEX,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",1760
"Other Asia, nes",,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",550044
Netherlands,NLD,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",36739
New Zealand,NZL,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",4072
Norway,NOR,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",27149
Poland,POL,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",41306
Portugal,PRT,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",5150
Russian Federation,RUS,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",857451
Saudi Arabia,SAU,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",65600
India,IND,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",117422
Singapore,SGP,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",1091951
Slovenia,SVN,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",1253
Spain,ESP,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",361152
Sweden,SWE,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",10992
Switzerland,CHE,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",17720
Thailand,THA,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",13156173
United Arab Emirates,ARE,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",174
Turkey,TUR,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",399937
United Kingdom,GBR,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",672879
USA,USA,704,Viet Nam,VNM,4009,"Rubber tube, pipe, hose, except hard rubber",979891
Argentina,ARG,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,76
Australia,AUS,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,195580
Austria,AUT,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,88577
Belgium,BEL,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,64570
Brazil,BRA,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,58
Brunei Darussalam,BRN,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,724
China,CHN,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,38089828
Czechia,CZE,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,131605
Denmark,DNK,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,58337
Finland,FIN,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,7032
France,FRA,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,26927
Germany,DEU,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,382115
"China, Hong Kong SAR",HKG,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,30825
Indonesia,IDN,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,797512
Italy,ITA,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,1426021
Japan,JPN,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,6287148
Rep. of Korea,KOR,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,3102898
Luxembourg,LUX,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,124
Malaysia,MYS,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,483947
"Other Asia, nes",,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,3562682
Netherlands,NLD,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,63663
New Zealand,NZL,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,151
Philippines,PHL,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,3670
Poland,POL,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,84009
Portugal,PRT,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,859
Romania,ROU,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,153
Russian Federation,RUS,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,165
India,IND,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,268100
Singapore,SGP,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,3548660
Slovakia,SVK,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,15800
South Africa,ZAF,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,24252
Spain,ESP,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,59911
Sweden,SWE,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,702
Switzerland,CHE,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,259498
Thailand,THA,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,13868745
United Arab Emirates,ARE,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,812
Turkey,TUR,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,24211
United Kingdom,GBR,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,3433
USA,USA,704,Viet Nam,VNM,4010,Conveyor and similar belts or belting of rubber,277255
Australia,AUS,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",621950
Austria,AUT,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",10106
Belgium,BEL,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",47330
Brazil,BRA,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",4376999
Brunei Darussalam,BRN,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",17658
Belarus,BLR,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",476000
Cambodia,KHM,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",17897
Canada,CAN,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",8680
Sri Lanka,LKA,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",244217
China,CHN,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",97680679
Czechia,CZE,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",2651
France,FRA,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",1349594
Germany,DEU,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",3192337
"China, Hong Kong SAR",HKG,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",21727734
Hungary,HUN,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",545676
Indonesia,IDN,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",15123549
Israel,ISR,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",2000
Italy,ITA,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",203930
Japan,JPN,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",27926405
Rep. of Korea,KOR,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",4612767
Lao People's Dem. Rep.,LAO,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",18532
Malaysia,MYS,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",9753937
Mexico,MEX,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",237297
"Other Asia, nes",,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",1096890
Oman,OMN,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",395
Netherlands,NLD,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",570801
Philippines,PHL,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",47635
Poland,POL,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",123595
Romania,ROU,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",69527
Russian Federation,RUS,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",1923603
India,IND,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",7358880
Singapore,SGP,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",3220659
Slovakia,SVK,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",46432
South Africa,ZAF,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",448030
Spain,ESP,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",2255111
Thailand,THA,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",121308574
United Arab Emirates,ARE,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",1140271
Turkey,TUR,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",308427
Egypt,EGY,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",72527
United Kingdom,GBR,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",14172
USA,USA,704,Viet Nam,VNM,4011,"New pneumatic tyres, of rubber",1162947
Australia,AUS,704,Viet Nam,VNM,4012,"Tyres nes, retreaded, used pneumatic, solid, cushione",255270
Belgium,BEL,704,Viet Nam,VNM,4012,"Tyres nes, retreaded, used pneumatic, solid, cushione",7044
Brunei Darussalam,BRN,704,Viet Nam,VNM,4012,"Tyres nes, retreaded, used pneumatic, solid, cushione",579
Bulgaria,BGR,704,Viet Nam,VNM,4012,"Tyres nes, retreaded, used pneumatic, solid, cushione",5474
Sri Lanka,LKA,704,Viet Nam,VNM,4012,"Tyres nes, retreaded, used pneumatic, solid, cushione",352266
China,CHN,704,Viet Nam,VNM,4012,"Tyres nes, retreaded, used pneumatic, solid, cushione",1084488
Denmark,DNK,704,Viet Nam,VNM,4012,"Tyres nes, retreaded, used pneumatic, solid, cushione",666
France,FRA,704,Viet Nam,VNM,4012,"Tyres nes, retreaded, used pneumatic, solid, cushione",79599
Germany,DEU,704,Viet Nam,VNM,4012,"Tyres nes, retreaded, used pneumatic, solid, cushione",6684
"China, Hong Kong SAR",HKG,704,Viet Nam,VNM,4012,"Tyres nes, retreaded, used pneumatic, solid, cushione",11407487
Indonesia,IDN,704,Viet Nam,VNM,4012,"Tyres nes, retreaded, used pneumatic, solid, cushione",110605
Ireland,IRL,704,Viet Nam,VNM,4012,"Tyres nes, retreaded, used pneumatic, solid, cushione",341
Italy,ITA,704,Viet Nam,VNM,4012,"Tyres nes, retreaded, used pneumatic, solid, cushione",38799
Japan,JPN,704,Viet Nam,VNM,4012,"Tyres nes, retreaded, used pneumatic, solid, cushione",572948
Rep. of Korea,KOR,704,Viet Nam,VNM,4012,"Tyres nes, retreaded, used pneumatic, solid, cushione",589356
Malaysia,MYS,704,Viet Nam,VNM,4012,"Tyres nes, retreaded, used pneumatic, solid, cushione",353703
"Other Asia, nes",,704,Viet Nam,VNM,4012,"Tyres nes, retreaded, used pneumatic, solid, cushione",377332
Netherlands,NLD,704,Viet Nam,VNM,4012,"Tyres nes, retreaded, used pneumatic, solid, cushione",6532
Russian Federation,RUS,704,Viet Nam,VNM,4012,"Tyres nes, retreaded, used pneumatic, solid, cushione",11981
India,IND,704,Viet Nam,VNM,4012,"Tyres nes, retreaded, used pneumatic, solid, cushione",202118
Singapore,SGP,704,Viet Nam,VNM,4012,"Tyres nes, retreaded, used pneumatic, solid, cushione",191761
Thailand,THA,704,Viet Nam,VNM,4012,"Tyres nes, retreaded, used pneumatic, solid, cushione",2957057
USA,USA,704,Viet Nam,VNM,4012,"Tyres nes, retreaded, used pneumatic, solid, cushione",66171
Belarus,BLR,704,Viet Nam,VNM,4013,Inner tubes of rubber,72300
Cambodia,KHM,704,Viet Nam,VNM,4013,Inner tubes of rubber,1141
China,CHN,704,Viet Nam,VNM,4013,Inner tubes of rubber,6547959
France,FRA,704,Viet Nam,VNM,4013,Inner tubes of rubber,49
Germany,DEU,704,Viet Nam,VNM,4013,Inner tubes of rubber,52213
"China, Hong Kong SAR",HKG,704,Viet Nam,VNM,4013,Inner tubes of rubber,4637
Indonesia,IDN,704,Viet Nam,VNM,4013,Inner tubes of rubber,606259
Italy,ITA,704,Viet Nam,VNM,4013,Inner tubes of rubber,164909
Rep. of Korea,KOR,704,Viet Nam,VNM,4013,Inner tubes of rubber,630862
Lao People's Dem. Rep.,LAO,704,Viet Nam,VNM,4013,Inner tubes of rubber,734955
"Other Asia, nes",,704,Viet Nam,VNM,4013,Inner tubes of rubber,42216
Netherlands,NLD,704,Viet Nam,VNM,4013,Inner tubes of rubber,267
Poland,POL,704,Viet Nam,VNM,4013,Inner tubes of rubber,30478
Russian Federation,RUS,704,Viet Nam,VNM,4013,Inner tubes of rubber,40729
India,IND,704,Viet Nam,VNM,4013,Inner tubes of rubber,299648
Singapore,SGP,704,Viet Nam,VNM,4013,Inner tubes of rubber,942
Thailand,THA,704,Viet Nam,VNM,4013,Inner tubes of rubber,3219151
Turkey,TUR,704,Viet Nam,VNM,4013,Inner tubes of rubber,1730
China,CHN,704,Viet Nam,VNM,4014,Hygienic or pharmaceutical articles of rubber,2249328
Czechia,CZE,704,Viet Nam,VNM,4014,Hygienic or pharmaceutical articles of rubber,5955
France,FRA,704,Viet Nam,VNM,4014,Hygienic or pharmaceutical articles of rubber,402205
Germany,DEU,704,Viet Nam,VNM,4014,Hygienic or pharmaceutical articles of rubber,117937
"China, Hong Kong SAR",HKG,704,Viet Nam,VNM,4014,Hygienic or pharmaceutical articles of rubber,258476
Indonesia,IDN,704,Viet Nam,VNM,4014,Hygienic or pharmaceutical articles of rubber,54970
Japan,JPN,704,Viet Nam,VNM,4014,Hygienic or pharmaceutical articles of rubber,108453
Rep. of Korea,KOR,704,Viet Nam,VNM,4014,Hygienic or pharmaceutical articles of rubber,345420
Malaysia,MYS,704,Viet Nam,VNM,4014,Hygienic or pharmaceutical articles of rubber,3031944
"Other Asia, nes",,704,Viet Nam,VNM,4014,Hygienic or pharmaceutical articles of rubber,183886
Poland,POL,704,Viet Nam,VNM,4014,Hygienic or pharmaceutical articles of rubber,568
India,IND,704,Viet Nam,VNM,4014,Hygienic or pharmaceutical articles of rubber,748353
Singapore,SGP,704,Viet Nam,VNM,4014,Hygienic or pharmaceutical articles of rubber,1664724
Thailand,THA,704,Viet Nam,VNM,4014,Hygienic or pharmaceutical articles of rubber,4711095
United Kingdom,GBR,704,Viet Nam,VNM,4014,Hygienic or pharmaceutical articles of rubber,4734
Australia,AUS,704,Viet Nam,VNM,4015,"Rubber clothing and accessories, except hard rubber",404
Belgium,BEL,704,Viet Nam,VNM,4015,"Rubber clothing and accessories, except hard rubber",33245
Cambodia,KHM,704,Viet Nam,VNM,4015,"Rubber clothing and accessories, except hard rubber",27064
Canada,CAN,704,Viet Nam,VNM,4015,"Rubber clothing and accessories, except hard rubber",220
Sri Lanka,LKA,704,Viet Nam,VNM,4015,"Rubber clothing and accessories, except hard rubber",39438
Chile,CHL,704,Viet Nam,VNM,4015,"Rubber clothing and accessories, except hard rubber",56
China,CHN,704,Viet Nam,VNM,4015,"Rubber clothing and accessories, except hard rubber",3047330
Denmark,DNK,704,Viet Nam,VNM,4015,"Rubber clothing and accessories, except hard rubber",4040
Ethiopia,ETH,704,Viet Nam,VNM,4015,"Rubber clothing and accessories, except hard rubber",1779
France,FRA,704,Viet Nam,VNM,4015,"Rubber clothing and accessories, except hard rubber",37782
Germany,DEU,704,Viet Nam,VNM,4015,"Rubber clothing and accessories, except hard rubber",68694
"China, Hong Kong SAR",HKG,704,Viet Nam,VNM,4015,"Rubber clothing and accessories, except hard rubber",100339
Indonesia,IDN,704,Viet Nam,VNM,4015,"Rubber clothing and accessories, except hard rubber",548916
Japan,JPN,704,Viet Nam,VNM,4015,"Rubber clothing and accessories, except hard rubber",384789
Rep. of Korea,KOR,704,Viet Nam,VNM,4015,"Rubber clothing and accessories, except hard rubber",349925
Malaysia,MYS,704,Viet Nam,VNM,4015,"Rubber clothing and accessories, except hard rubber",28947346
"Other Asia, nes",,704,Viet Nam,VNM,4015,"Rubber clothing and accessories, except hard rubber",165789
Netherlands,NLD,704,Viet Nam,VNM,4015,"Rubber clothing and accessories, except hard rubber",7236
New Zealand,NZL,704,Viet Nam,VNM,4015,"Rubber clothing and accessories, except hard rubber",1527
Poland,POL,704,Viet Nam,VNM,4015,"Rubber clothing and accessories, except hard rubber",17834
